4.623065022810815550e-02,4.721051094496047512e-02,5.571646678929176311e-02,4.619798916764249197e-02
5.093096738925911859e-02,5.505546147876946850e-02,5.068838151016658022e-02,4.546992291679863296e-02
5.574109239963762064e-02,4.982588569588426719e-02,4.747983358143270660e-02,4.611400701692318360e-02
5.468589922499120931e-02,4.038815529654742054e-02,3.789120214538564679e-02,3.842047262045675260e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.232539881401223586e-02,2.042618665584704229e-02,2.924422961525962456e-02,2.168100188372102874e-02
2.803638196714744804e-02,2.675545936497463265e-02,2.875292452958670697e-02,2.733867859160192884e-02
2.878073418585964244e-02,2.653902494667784856e-02,2.635348798548925453e-02,2.666708980701072360e-02
4.708517159543727099e-02,5.737304627689901459e-02,4.847736262659473744e-02,5.338879382484681968e-02
3.392483893789908361e-02,3.899915985622288972e-02,3.718052163045610509e-02,5.645657931409053115e-02
5.799293762832596899e-02,5.119254903393938294e-02,4.812284296735016426e-02,4.912059532485514579e-02
5.481910355569907106e-02,3.325540435561674668e-02,2.985722277686970322e-02,3.138553434596667163e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840684087707998226e-02,2.066614783873400862e-02,3.148304150037804089e-02,2.416633219123679940e-02
2.897341925867832207e-02,3.148310544576109204e-02,2.898040908587593348e-02,2.901403820536096329e-02
2.866725986851661329e-02,3.102394379523092105e-02,2.875617631119201448e-02,2.875050580120237786e-02
5.943298205085102009e-02,4.311572083016312895e-02,4.318282662568825869e-02,2.759354280904981888e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.001156963518318066e-02,3.949328328137709926e-02,6.355557047784292368e-02,3.569448975039935662e-02
3.393449888875777615e-02,3.158847414237014178e-02,1.914505120643575017e-02,4.947493413342301388e-02
2.448688819733236405e-02,4.113664968851611647e-02,2.945113059637874744e-02,3.229778701110835870e-02
3.109181641815332228e-02,3.697929059436872584e-02,3.006964936764086258e-02,3.007767429023433525e-02
3.402722630336419557e-02,2.957076826367206757e-02,2.957257806703805780e-02,2.959006740021976126e-02
2.899240017232350072e-02,2.903014346959228303e-02,2.901500262599687047e-02,3.234774405219305315e-02
3.718709327320336017e-02,5.192232934869486782e-02,2.821117685830364097e-02,6.497921892046631953e-02
4.252470199832036890e-02,6.890182848017803452e-02,4.215978875264004416e-02,5.050947093059278414e-02
6.914654190008159840e-02,5.287813072255272834e-02,5.655527501201117885e-02,2.722966128932834823e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.614090420725051142e-02,2.209916288500505394e-02,3.614431778012498764e-02,2.539315732091090849e-02
2.255370136054305960e-02,2.001943492061417085e-02,2.521746231749835004e-02,3.596168656735054814e-02
2.114017235441406628e-02,2.770545074460326745e-02,2.666653622767351656e-02,3.314452944169022502e-02
1.973391159291857863e-02,2.554016938565149136e-02,1.945649929576689918e-02,3.163601443003370706e-02
