0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.191768695610448486e-02,5.718909821457975051e-02,7.369879308583011934e-02,6.071791024448167096e-02
6.645506491864103249e-02,7.745224182096342724e-02,6.415733288466032858e-02,7.436682307262658387e-02
5.302047363901216115e-02,7.453397707315605192e-02,5.314675926074936829e-02,4.697596167232880038e-02
3.890738171109216215e-02,1.551599375823429876e-02,1.124402584985497930e-02,1.398758253517488545e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.334633096858800577e-03,0.000000000000000000e+00,3.080508597325409652e-03,1.078654859051691312e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.708296789509945623e-02,7.582585415820632113e-02,5.684356945429579200e-02,5.018263983049188470e-02
7.040730043642949576e-02,8.232671935411689512e-02,7.412220857209703140e-02,7.826069167744895139e-02
5.918471498528844049e-02,5.189933854893800241e-02,5.589258002563111255e-02,9.402440328981861994e-02
1.248806322284436998e-01,7.343787635537314673e-02,6.091541479032210743e-02,6.909606843169772972e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.011722959279449288e-02,4.397572121685026925e-02,1.580256534841311677e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.964554804487646855e-01,3.877189946652556674e-01,2.448574352925558806e-01,7.014311387308011514e-02
6.912627407883951969e-02,6.990703254720929960e-02,7.080423651858953893e-02,7.369729615587518323e-02
7.617949190239806101e-02,5.210549994185475348e-02,5.627852339282189004e-02,6.238141858415009733e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.443554737702289287e-02,1.027788433404756979e-01,1.162924880828354879e-01,1.224963589909244949e-01
1.524626873129884541e-01,4.961465707721714469e-01,4.100183591021717144e-01,3.543087642830827222e-01
5.943002920893881713e-01,7.132682317570653296e-01,6.091136710641477103e-01,5.490523859650395799e-01
4.119847674977128449e-01,8.938152139801506246e-01,4.540601237475092589e-01,7.012311160127117082e-01
6.504330172332031257e-01,9.435208925783834522e-01,8.016262585995767020e-01,7.862095627194778391e-01
6.713395911927003135e-02,6.504378089809965957e-02,6.649488074830749162e-02,7.445517591097712551e-02
7.418007347543546792e-02,6.008371956882403719e-02,6.150018501476649940e-02,5.933116056312708053e-02
1.174683847220350449e-02,5.015218453539509874e-02,1.323859542808677320e-02,2.099946434410072602e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.433196224694375687e-01,4.982682018525604328e-01,6.531660220882907764e-01,3.506195459188028996e-01
7.276401177236554441e-01,7.465194627049199783e-01,7.981232090702652382e-01,7.347386394471161486e-01
8.578006824072893499e-01,8.716591003880784783e-01,9.216287266158904590e-01,8.446943507049585742e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
